"Fundo";"Imagem";"PDF";"Autor";"Titulo";"Titulos atríbuidos";"Notas de edição";"Idioma";"Edição / Descrição geral";"Categoria";"Subcategoria";"Legendas";"Descrição Material";"Dimensões";"Bibliografia";"Publicações";"Exposições";"Itens relacionados";"Bloco de notas";"Cota";"Local de conservação";"Estado de conservação";"Proprietário";"Historial";"Datas relacionadas";"Notas à data";"Dedicatário";"Destinatário";"Data";"Locais";"Palavras chave";"Nomes relacionados";"Data inventario";"Inventariante"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-211-001.jpg";"";"Negreiros, José de Almada";"Representa para mim apenas isto: Arte";"Representa para mim apenas isto: Arte";"";"Português";"Resposta a questionário de António Valdemar.";"Literatura";"Entrevistas";"";"Duas folhas soltas manuscritas a tinta azul e a tinta vermelha, contendo as questões. Caderno almaço, manuscrito a tinta azul, contendo as respostas ao questionário.";"";"";"";"";"";"";"ANSA-L-211-1 a 11";"Informação Protegida";"Bom.";"Colecção Particular";"";"1963";"";"";"";"1963";"";"Entrevista";"Valdemar, António  Negreiros, José de Almada";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-85-001.png";"";"Negreiros, José de Almada";"Renovação do Gosto";"Renovação do Gosto";"";"Português";"Palestra radiofónica proferida por José de Almada Negreiros a 8 de Junho de 1942, inserida na série ""Renovação do Gosto"". Metade de um preâmbulo curtíssimo como manda o tempo.";"Literatura";"Conferência / Fragmentos";"";"Dactiloscrito em três páginas lisas numeradas, indicações a caneta preta e lápis de carvão.";"";"";"Palestra publicada a 19 de Julho de 1942, no periódico ""Rádio Nacional"",  e em ""Obra Completa"" (Organização de Alexei Bueno e introdução de José-Augusto França). Rio de Janeiro: Editora Nova Nova Aguilar, 1997.";"";"";"";"ANSA-L-85";"Informação Protegida";"Razoável: apresenta manchas de humidade e rasuras ao longo das margens, com enfraquecimento das tintas devido à exposição prolongada à luz natural.";"Colecção Particular";"";"1942";"";"";"";"08-Jun-42";"Lisboa";"Palestra radiofónica Arte";"Marinetti, Filippo Tommaso Cézanne, Paul";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-138-001.jpg";"";"Negreiros, José de Almada";"Reconhecimento à Loucura";"";"";"Português";"Poema manuscrito.";"Literatura";"Poesia";"";"Documento manuscrito a tinta azul em duas páginas quadriculadas.";"32,2 x 22,2 cm";"";"Negreiros, José de Almada, Obras Completas , vol. I,"" Poesia"", Lisboa, Imprensa Nacional - Casa da Moeda, 1985.";"";"";"";"ANSA-L-138";"Informação Protegida";"Bom: apresenta manchas de humidade ao longo do documento.";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-160-001.jpg";"";"Negreiros, José de Almada";"Recebi o Livro da Paz Há Milénios Enquanto Vivos ";"";"";"Português";"Projecto manuscrito de folha de rosto, com título, dedicatória e epígrafe de Clemente de Alexandria: ""Arquitas de Tarento deu a Platão o livro de Filolau"".";"Literatura";"Plano ou projecto";"";"Manuscrito a lápis em folha lisa. ";"20,5 x 14 cm";"";"";"";"";"";"ANSA-L-160";"Informação Protegida";"Bom ";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"Alexandria, Clemente de Filolau Platão Tarento, Arquitas de";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-002__I_.PNG";"";"Negreiros, José de Almada";"Raparigas e rapazes";"Raparigas e rapazes";"";"Português";"Texto de conferência sobre vocação dedicado a raparigas e rapazes.";"Literatura";"Conferência";"";"Duas folhas A4 lisas; manuscritas a tinta preta; recto.";"";"";"";"";"";"";"ANSA-L-2";"Informação Protegida";"Muito bom";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"Conferência";"Negreiros, José de Almada";"";"Luísa Medeiros"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-62-001_edited-1.png";"";"Negreiros, José de Almada";"Quis-te tanto  ";"Quis-te tanto Homem Transportando o Cadáver de Uma Mulher!";"";"Português";"Manuscrito com emendas, versão do poema ""Homem Transportando o Cadáver de Uma Mulher!"", publicado pela primeira vez em: Negreiros, José de Almada, Obras Completas, vol. 4, Poesia, Lisboa, Editorial Estampa, 1971.  ";"Literatura";"Poesia";"";"Uma página manuscrita a lápis em folha lisa. ";"28 x 22 cm";"";"Negreiros, José de Almada, ""Poemas"", Lisboa, Assírio & Alvim, 2001. ";"";"";"";"ANSA-L-62";"Informação Protegida";"Bom ";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-72.jpg";"";"Negreiros, José de Almada";"Que vai de Norte a Sul";"Que vai de Norte a Sul";"";"Português";"Fragmento de poema de José Almada Negreiros.";"Literatura";"Poesia";"";"Documento manuscrito, a tinta verde, em uma página.";"27,2 x 21,2 cm";"";"";"";"";"";"ANSA-L-72";"Informação Protegida";"Bom: apresenta algumas manchas de humidade.";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-110-001.jpg";"";"Negreiros, José de Almada";"Quanto às Cores de Lisboa...";"";"";"Português";"Fragmento manuscrito sobre a opinião do pintor Fernand Léger sobre as cores de Lisboa publicada num diário.";"Literatura";"Fragmentos";"";"Fragmento manuscrito a tinta a azul, em folha branca lisa.";"";"";"";"";"";"";"ANSA-L-110";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"Léger, Fernand";"";"Luísa Medeiros"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-201-001_Medium.jpeg";"";"Negreiros, José de Almada";"Quando";"A propósito da ""relação nove/ dez""";"";"Português";"Provável excerto de conferência proferida por Almada Negreiros na sede da Associação Escolar da Faculdade de Ciências de Lisboa, a 31 de Março de 1955, sobre a relação nove/dez e a rejeição do seu memorando pela UNESCO, em 1950.";"Literatura";"Conferência / Fragmentos";"";"Documento manuscrito a tinta azul numa folha lisa.";"18 cm x 13,6 cm";"";"";"";"";"";"ANSA-L-201";"Informação Protegida";"Bom: apresenta manchas de tinta e anotações a lápis de carvão.";"Colecção Particular";"";"1955";"Data atribuída de acordo com evidências textuais e com a data de realização da conferência.";"";"";"1955 Mar";"Lisboa";"Conferência Painéis";"UNESCO";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-191-001.jpg";"";"Negreiros, José de Almada";"Qual novidade?";"Qual novidade?";"";"Português";"Fragmento de um ensaio de José de Almada Negreiros sobre o processo evolutivo da Arte.";"Literatura";"Ensaio / Fragmentos";"";"Documento manuscrito a tinta preta numa folha lisa.";"27,5 x 21cm";"";"";"";"";"";"ANSA-L-191";"Informação Protegida";"Razoável: apresenta manchas de humidade no documento e uma rasura considerável no canto inferior direito.";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"Arte";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-118-002.jpg";"";"Negreiros, José de Almada";"Protagonistas Arte e artistas";"Protagonistas  Arte e artistas La tragedia de la unidad";"";"Português Espanhol";"Caderno com peça de teatro  Protagonistas ; esboços de figurino e cenário; lista de personagens da peça  La tragedia de la unidade;  apontamentos para  Arte e Artistas ; outros apontamentos. ";"Literatura";"Teatro";"'Almada / Madrid / Enero 1930'";"Caderno quadriculado de capas pretas, manuscrito a tinta preta e lápis. ";"15,5 x 10,5 cm";"";"";"";"ANSA-L-117";"";"ANSA-L-118";"Informação Protegida";"Bom ";"Colecção Particular";"";"1930";"Data inscrita. ";"";"";"1930 Jan";"Madrid";"";"";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-117-003.jpg";"";"Negreiros, José de Almada";"Protagonistas";"Protagonistas";"";"Espanhol";"Manuscrito de peça de teatro. ";"Literatura";"Teatro";"";"Caderno quadriculado forrado a papel de embrulho, manuscrito a tinta preta, verde e lápis de carvão. Inclui folhas soltas lisas e pautadas, manuscritas. ";"22 x 15,5 cm";"";"";"";"ANSA-L-118";"";"ANSA-L-117";"Informação Protegida";"Bom ";"Colecção Particular";"";"1930";"Data atribuída de acordo com a data inscrita em manuscrito de versão da mesma peça: ANSA-L-118.";"";"";"1930";"Madeira";"";"";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-262.jpg";"";"Negreiros, José de Almada";"Proponho ter encontrado ou reencontrado o conhecimento milenário da relação nove-dez";"";"";"Português";"Texto manuscrito em que se explica a existência de um conhecimento milenário da ""relação nove-dez"" em diferentes culturas, desde a antiguidade até aos Painéis de S. Vicente e à arte abstrata.";"Literatura / Geometria";"Arte / Ensaio / Número / Painéis de S. Vicente";"";"Seis páginas (três folhas dobradas ao meio) e manuscritas a esferográfica azul.";"27 x 18,5 cm ";"";"";"";"";"";"ANSA-L-262";"Informação Protegida";"Razoável: manchas de acidez.";"Coleção Particular";"";"";"";"";"";"Sem data ";"Cnossos Delfos Suse S. Vicente de Fora Lisboa Mohenio-Daro Creta";"Pitagóricos Nónio Apocalipse Acusmáticos Hecce Homo Táboa Harmónica Tesoiros dos Atenienses";"Jean Hermite, Rafael";"2022-02-07";"Giorgia Casara"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-147-001.JPG";"";"Negreiros, José de Almada";"Prometeu";"PrometeuPrometeu: uma trilogia no fim do século XX";"";"Português Francês";"Tábua de projecto sobre uma possível trilogia de Prometeu composta pelas peças de teatro: ""Aqui Caúcaso""; ""Liberdade (a insuportável)"" e ""Nós (o impensável)"", seguida de uma citação de André Malraux. ";"Literatura";"Plano ou projecto / Tábua bibliográfica / Teatro";"";"Cartão liso, manuscrito a tinta vermelha, com aguada cinzenta no verso.";"16,5 x 12,5 cm";"";"";"";"ANSA-L-145ANSA-L-146";"";"ANSA-L-147";"Informação Protegida";"Bom";"Colecção Particular";"";"1963";"Data atribuída de acordo com datação de outras versões. ";"";"";"1963";"";"";"Malraux, André Ésquilo";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-146-001.JPG";"";"Negreiros, José de Almada";"Prometeu";"Prometeu ";"";"Português";"Tábua de projecto sobre uma trilogia de Prometeu, composta pelas peças de teatro: ""Aqui Caúcaso""; ""Liberdade (a insuportável)"" e ""Nós (o impensável)"", seguida de citações de St. Exupéry, André Malraux e Almada (Paris 1919). ";"Literatura";"Plano ou projecto / Tábua bibliográfica / Teatro";"";"Manuscrito a tinta vermelha, escrito em verso de convite da Sociedade Nacional de Belas Artes e do poeta Dórdio Guimarães para o recital de poesia ""Poesia Portuguesa dos Últimos Trinta Anos"", no dia 26 de Janeiro de 1963. ";"16,5 x 12,5 cm";"";"";"";"ANSA-L-145ANSA-L-147";"";"ANSA-L-146";"Informação Protegida";"Bom";"Colecção Particular";"";"1963";"Atribuída de acordo com a data do convite e datação de outras versões. ";"";"";"1963";"";"";"Ésquilo Saint-Exupéry, Antoine de  Malraux, André Guimarães, Dórdio Goethe, Johann Wolfgang von";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-243-co__pia.jpg";"";"Negreiros, José de Almada";"Prefiro a taberna ao cabaret";"Prefiro a taberna ao cabaret";"";"Português";"Dois textos, um poema, ""Prefiro a taberna ao cabaret"" e um anúncio de teor humorístico.";"Literatura";"Poesia";"";"três folhas de bloco de notas manuscritas a lápis";"13 x 9 cm";"";"";"";"";"";"ANSA-L-243";"Informação Protegida";"Bom";"Coleção Particular";"";"";"";"";"";"s. d. ";"";"";"";"2021-11-03";"Giorgia Casara"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-65-001_edited-1.png";"";"Negreiros, José de Almada";"Prefácio ao Livro de Qualquer Poeta";"";"";"Português";"Dactiloscrito com emendas e acrescentos manuscritos do texto publicado na revista Atlântico – Revista Luso-Brasileira 2, a 31 de Outubro de 1942. ";"Literatura";"Ensaio Artigos";"";"Sete páginas dactiloscritas a preto, com emendas e acrescentos a tinta preta e azul, em folhas lisas numeradas. ";"27,5 x 21 cm";"";"Atlântico – Revista Luso-Brasileira  2, 31 de Outubro de 1942.";"";"";"";"ANSA-L-65-1 a ANSA-L-65-7";"Informação Protegida";"Razoável: marca de clip. ";"Colecção Particular";"";"1942";"Data inscrita.";"";"";"31-Jul-42";"Lisboa";"";"Ávila, Santa Teresa de Voltaire";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-178-001.jpg";"";"Negreiros, José de Almada";"Pouco melhor veremos que essas uniões são animadas de sentimentos";"Pouco melhor veremos que essas uniões são animadas de sentimentos";"";"Português";"Breve texto sobre o amor. Incompleto (aparenta faltar as páginas iniciais).";"Literatura";"Artigos / Fragmentos";"";"Duas páginas pautadas, manuscritas a tinta preta.";"A4";"";"";"";"";"";"ANSA-L-178-1 e ANSA-L-178-2";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"Amor";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-76.jpg";"";"Negreiros, José de Almada";"Portuguesadas";"";"";"Português";"Fragmento de ensaio de José de Almada Negreiros referente às ""portuguesadas"", tema tratado no segundo número da revista Sudoeste.";"Literatura";"Ensaio";"";"Documento manuscrito, a tinta preta, em uma página lisa.";"27,2 x 21,2 cm";"";"";"";"";"";"ANSA-L-76";"Informação Protegida";"Bom: apresenta algumas manchas de humidade.";"Colecção Particular";"";"1935";"Data atribuída considerando a data de lançamento do segundo número da revista ""Sudoeste"".";"";"";"1935 Out";"";"";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-162-001.jpg";"";"Negreiros, José de Almada";"Portugal";"";"";"Português";"Manuscrito de projecto de capa da peça de teatro ""Portugal"", com título, nome do autor, local e data inscritos.  ";"Literatura";"Plano ou projecto / Teatro";"";"Uma página manuscrita a tinta preta, em folha solta de caderno quadriculado. ";"17,5 x 13 cm";"";"";"";"";"Trata-se, muito provavelmente, de uma página preparatória da peça de teatro ""Portugal"", estreada e publicada em 1993. ";"ANSA-L-162";"Informação Protegida";"Bom ";"Colecção Particular";"";"1924";"Inscrita a numeração romana: ""XXIV""";"";"";"1924";"Lisboa";"";"";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-102-001.jpg";"";"Negreiros, José de Almada";"Porque não me reconhecem já?";"Porque não me reconhecem já?";"";"Português";"Poema.";"Literatura";"Poesia";"";"Esferográfica azul sobre folha de papel branco.";"";"";"";"";"";"";"ANSA-L-102";"Informação Protegida";"Bom";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"";"";"Fernando Cabral Martins"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/bn-acpc-e-n50-1.jpeg";"/images/NAeSA/pdf/bn-acpc-e-n50-1_0001_t0_Medium.pdf";"Sá-Carneiro, Mário de ";"Poesias de Mário de Sá-Carneiro";"";"";"";"Caderno de poemas. Inclui poemas datados de 1903 e 1905, traduções de ""O Clarim"" de Derouléde, ""Fragmentos d'uma poesia"" de Victor Hugo, ""Canção do rei de Thule"" de Goethe, ""A luva"" de Schiller e ""Gasconada"" do francês [sic] . - Inclui também ""Historia da nossa festa: pª. o programma do sarau promovido em 15 de maio de 1907, a favor das victimas sobreviventes do incendio da rua da Magdalena, no theatro do gymnasio, pelos alumnos do Lyceu de São Domingos"", poema publicado no programa da mesma. ";"Literatura";"Poesia";"";"";"";"";"";"";"";"";"Esp.N50/1";"";"";"";"";"";"";"";"";"";"";"";"";"2022-05-13";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/bn-acpc-e-n50-11.jpeg";"";"Sá-Carneiro, Mário de ";"Poesias de Mário de Sá-Carneiro";"";"";"";"";"Literatura";"Poesia";"";"";"";"";"";"";"";"";"Esp.N50/1";"";"";"";"";"";"";"";"";"";"";"";"";"2022-05-17";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/bn-acpc-e-n50-2.jpeg";"";"Sá-Carneiro, Mário de ";"Poesias de Mário de Sá-Carneiro";"";"";"";"";"Literatura";"Poesia";"";"";"";"";"";"";"";"";"Esp.N50/1";"";"";"";"";"";"";"";"";"";"";"";"";"2022-05-17";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-45-001.jpg";"";"Negreiros, José de Almada";"Poemas";"Poemas";"";"Português";"Conjunto de poemas manuscritos: ""Rosa dos Ventos""; ""Crepúsculo quotidiano""; ""A um poeta que morreu""; ""A varina"" e ""A minha sombra"".";"Literatura";"Poesia";"";"14 folhas lisas, manuscritas a tinta e lápis: ""Rosa dos Ventos"": tinta verde; ""Crepúsculo quotidiano"": esferográfica azul; ""A um poeta que morreu"": tinta verde; ""A varina"": tinta preta e lápis; ""A minha sombra"": tinta azul e lápis.";"27 x 21cm.";"";"Almada Negreiros, José de, ""Poesia"", in ""Obras Completas 4"",  Lisboa, Editorial Estampa, 1971.  Almada Negreiros, José de,  ""Poemas"" , Lisboa, Assírio & Alvim, 2001.";"";"";"";"ANSA-L-45-1 a ANSA-L-45-14";"Informação Protegida";"Bom";"Colecção Particular";"";"1926";"Data atribuída de acordo com data inscrita no poema ""A Varina"" (1926). Restantes poemas: sem data.";"";"";"1926";"Lisboa";"";"";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-176-001.jpg";"";"Negreiros, José de Almada";"Poemas";"Poemas";"";"Espanhol";"Poemas da autoria de José de Almada Negreiros: ""Pando findo""; ""San Pantaleon""; ""Pinto finto"".";"Literatura";"Poesia";"";"Documento manuscrito numa folha lisa a tinta preta e carvão.";"";"";"";"";"";"";"ANSA-L-176";"Informação Protegida";"Razoável: apresenta vincos e manchas de humidade.";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-244-1.1-co__pia.jpg";"";"Negreiros, José de Almada";"Plano editorial / cronologia essencial para a reposição dos painéis";"Plano editorial / cronologia essencial para a reposição dos painéis";"";"Português";"Plano editorial para uma trilogia de romances com o título ""Ingénuo"", cujo primeiro romance é ""Nome de Guerra"". Segue-se, na segunda folha, apontamentos sobre a cronologia para a reposição dos quinze painéis da Batalha.";"Literatura";"Plano ou projecto";"";"Duas folhas dobradas manuscritas a esferográfica vermelha e lápis.";"21 x 13,5 cm (papel dobrado)";"";"";"";"";"";"ANSA-L-244";"Informação Protegida";"Bom";"Coleção Particular";"";"1924 1916 1950 1957 1961";"";"";"";"posterior a 1961";"Batalha, Museu Nacional de Arte Antiga";"Painéis, Plano, Ecce Homo, 9/10 movimento perpétuo";"D. João I";"2021-11-03";"Giorgia Casara"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-90-001_Medium.jpeg";"";"Negreiros, José de Almada";"Pintura ";"";"";"Português";"Dois conjuntos de textos fragmentários, de carácter aparentemente ficcional, preservados numa pasta, e que se relacionam com um encontro entre Almada Negreiros, Arpad Szenes e Maria Helena Vieira da Silva.";"Literatura";"Ficção";"";"ANSA-L-90-1 a 7: Manuscrito a tinta azul sobre papel quadriculado. ANSA-L-90-8 a 16: Manuscrito a lápis sobre papel com cabeçalho indicativo do número inaugural de  Sudoeste.";"ANSA-L-90-1: 22 cm X 16 cm ANSA-L-90-2: 22 cm X 20,5 cm ANSA-L-90-3: 22 cm X 13 cm ANSA-L-90-4 a 7: 22 cm X 32 cm ANSA-L-90-8 a 16: 22 cm X 27,5 cm";"Ferreira, Sara Afonso, Encontro de Artistas: Almada Negreiros, Vieira da Silva e Arpad Szenes., Colóquio Letras  nº 185, Janeiro-Abril 2014, pp. 42-57";"";"";"";"";"ANSA-L-90-1 a 16";"Informação Protegida";"Bom";"Colecção Particular";"";"1935 1936";"Data atribuída tendo em conta a data em que Arpad Szenes e Maria Helena Vieira da Silva estiveram em Portugal.";"";"";"1935 -1936";"Lisboa";"Encontro Arte Pintura";"Negreiros, José de Almada  Silva, Maria Helena Vieira da  Szenes, Árpád";"";"Gonçalo Rodrigues"
