Fundo,Imagem,PDF,Autor,Titulo,Titulos atríbuidos,Notas de edição,Idioma,Edição / Descrição geral,Categoria,Subcategoria,Legendas,Descrição Material,Dimensões,Itens relacionados,Cota,Data,Locais,Palavras chave,Identificador
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-A-1116_conv.jpg,,Almada Negreiros,3.4.5,Estudo geométrico,"As cerca de cem folhas, do mesmo papel e dimensões (ANSA-A-1041 a ANSA-A-1142) têm todas uma quadrícula a lápis, feita à mão, que lhes confere coerência formal. Isto não quer dizer que sejam uma só obra, completa; parecem ser várias sequências distintas de experimentação geométrica, com algum texto.",,"Página de uma espécie de caderno de folhas de grandes dimensões, que começa com texto e se desenvolve de seguida em desenhos geométricos. Estudo geométrico para a divisão da circunferência em partes iguais, média e extrema razão, e triângulo pitagórico (daí o título, inscrito, 3.4.5)",Geometria,,,Lápis e esferográfica vermelha sobre papel,61 x 43 cm,ANSA-A-1041 a ANSA-A-1142,ANSA-A-1116,1950-1960,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2630
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-IMP-36.jpg,/images/NAeSA/pdf/ANSA-IMP-36.pdf,Desconhecido,4ª Exposição Geral de Artes Plásticas,"4ª Exposição Geral de Artes Plásticas Catálogo da  4ª Exposição Geral de Artes Plásticas , realizada na Sociedade Nacional de Belas Artes de Lisboa (S.N.B.A).",,Português," Catálogo da  4ª Exposição Geral de Artes Plásticas , realizada na Sociedade Nacional de Belas Artes de Lisboa (S.N.B.A), em Maio de 1949.   Contém o catálogo das obras expostas, organizadas por autor e divididas em categorias (Pintura, Escultura, Arquitectura, Desenho-Aguarela-Gouache-Gravura, Artes Decorativas). Em algumas obras está também assinalado o preço.   A primeira página contém um texto introdutório não assinado, onde se realça a presença, na exposição, de algumas tapeçarias feitas pela Fábrica de Tapetes de Portalegre e onde se comemora o recém falecido pintor Constâncio Gabriel da Silva. A terceira página está dedicada ao pintor, sendo alí inscrito o nome e o título das suas obras expostas.",Espólio Documental,Impresso Catálogo,,Caderno agrafado impresso a preto com 28 páginas.,21 x 16 cm,,ANSA-IMP-36,1949 Maio,Lisboa,Escultura Arquitectura Catálogo Arte Exposição Pintura Sociedade Nacional de Belas-Artes (SNBA),https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1851
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/Ansa-C-149-002.jpg,,"Negreiros, José de Almada",5.7,,  ,Português / Francês,"Caderno dedicado ao estudo das proporções da obra Ecce Homo, à aplicação do mesmo no painel Começar, e a outros temas que constam no painel, como o ponto de Bauhutte ou a construção geométrica da relação 9/10.O título do caderno remete para a proporção do rectângulo da obra Ecce Homo, que Almada afirma ser aproximadamente 5 para 7, como o desenho na imagem mostra.",Geometria,,,"Caderno de argolas com folhas quadriculadas, inscritas com materiais riscadores vários.","22 x 17,5 cm",,ANSA-C-149,c. 1967,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5354
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-298.JPG,,"Negreiros, José de Almada",5.7=√Φ7.9=√Φ,,"Assinado ""almada""",Português,"Folha com relação entre as proporções da obra Ecce Homo e retângulos com duas medidas diferentes, a primeira (5.7) rasurada e substituída pela segunda (7.9).Contém algumas inscrições geométricas no verso.",Arte / Geometria,,,Materiais riscadores vários sobre papel quadriculado,30 x 21 cm,,ANSA-C-298,Sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/5333
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-IMP-32.jpg,/images/NAeSA/pdf/ANSA-IMP-32.pdf,Desconhecido,7ª Exposição de Arte Moderna: estúdio do SPN,7ª Exposição de Arte Moderna: estúdio do SPN Catálogo da  7ª Exposição de Arte Moderna  no estúdio do SPN. Dezembro de 1942.,,Português,"Catálogo (dois exemplares ANSA-IMP-32 ANSA-IMP-32 A) da 7ª Exposição de Arte Moderna realizada no estúdio do SPN em Dezembro de 1942. Contém o catálogo das obras expostas com os respectivos preços, divididas por autor e organizadas por categorias (Pintura, Escultura); cada categoria contém uma su",Espólio Documental,Impresso Catálogo,,Caderno agrafado com 12 páginas impressas a preto. Capa a cores.,"23,5 x 18 cm",,ANSA-IMP-32,1942 Dez,Lisboa,Secretariado de Propaganda Nacional (SPN) Exposição Escultura Catálogo Pintura Arte,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1847
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-3-001_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10: círculo inscrito em quadrado,,Português, Caderno autógrafo em que se aborda diferentes assuntos: a relação entre a divisão do círculo em nove e em dez partes (9/10); o pentagrama; o ponto de Bauhütte; a proporção da pintura  Ecce Homo ; a expressão visual do provérbio português «pintar o sete» (traduzindo a divisão da circunferência em sete partes); a representação da sigla encontrada no painel do infante (dos painéis de S. Vicente); e finalmente a  Figura supérflua ex errore  atribuída a Leonardo da Vinci.,Geometria,Linguagem do quadrado,,"31 p. em 2 f. desdobr., ilustrado, aguada, esferográfica encarnada, tinta preta, lápis.","17,5 x 12,5 cm (fechado)",,ANSA-C-3,1965,Lisboa Batalha,Relação 9/10 Ponto de Baühtte Painéis,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1050
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/img021.jpg,,"Negreiros, José de Almada",9.1,9/10: círculo inscrito em quadrado,,Português, Caderno autógrafo em que se aborda diferentes assuntos: a relação entre a divisão do círculo em nove e em dez partes (9/10); o pentagrama; o ponto de Bauhütte; a proporção da pintura  Ecce Homo ; a expressão visual do provérbio português «pintar o sete» (traduzindo a divisão da circunferência em sete partes); a representação da sigla encontrada no painel do infante (dos painéis de S. Vicente); e finalmente a  Figura supérflua ex errore  atribuída a Leonardo da Vinci.,Geometria,Linguagem do quadrado,,"31 p. em 2 f. desdobr., ilustrado, aguada, esferográfica encarnada, tinta preta, lápis.","17,5 x 12,5 cm (fechado)",,ANSA-C-25,1965,,Relação 9/10; Ponto de Baühutte; Painéis,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1051
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-30-1_thumbnail.jpg,,"Negreiros, José de Almada",9.1,,,Português Francês,"Caderno que aborda: - os vários elementos geométricos que constituem o painel Começar (isolados) - um texto em Francês sobre a relação 9/10 - a divisão da circunferência em n partes (incluindo ponto de Bauhutte, média e extrema razão etc.)",Geometria,Linguagem do quadrado,,"- Caderno quadriculado de argolas verdes e capa verde - 28 folhas manuscritas - lápis, lapiseira, caneta de tinta preta, esferográfica vermelha",22 x 17 cm,   ,ANSA-C-30,Sem data,,Ponto de Baühtte Caderno Relação 9/10,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1062
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-039_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10 é de nascença comnosco  'a parte de Marta' 'Arquitas de Tarento deu a Platão o livro de Filolau' Clemente de Alexandria   ,,Português Latim,"Caderno dedicado à aplicação da relação 9/10 aos painéis de Nuno Gonçalves. Desenhos, texto e várias citações. Muito semelhante a ANSA-C-38. ",Geometria,Número,,"Capa vermelha. Dois fólios de 8 folhas, de cores diferentes, numerados sequencialmente.","17,5 x 13 cm",,ANSA-C-39,Sem data,Batalha,Relação 9/10,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1582
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-38_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10 é de nascença comnosco  'a parte de Marta' 'Arquitas de Tarento deu a Platão o livro de Filolau' Clemente de Alexandria   ,,Português Latim,"Caderno dedicado à aplicação da relação 9/10 aos painéis de Nuno Gonçalves. Texto, desenhos e várias citações. ",Geometria,Número,,"Capa vermelha, tendo no verso colagem de fotografias dos painéis. Dois fólios de 8 folhas, de cores diferentes, numerados sequencialmente.","17,5 x 13 cm",,ANSA-C-38,Sem data,Batalha,Relação 9/10,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1620
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-045_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9-Oct,,Português,Desenhos geométricos explorando as proporções de todas as tábuas de Nuno Gonçalves.,Geometria,Número,,Capa branca em cartolina com colagens de acetados às listas horizontais pretas. Fólio de 8 folhas com fotografias coladas.,"17,5 x 12,5 cm",,ANSA-C-45,Sem data,,Relação 9/10,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1632
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-78-1-1_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10 O ponto de Bauhütte ou Pintar o sete in 'Ecce Homo',,Português,"Esboço de caderno  inacabado, onde Almada procura pôr em contacto algumas propriedades do ponto de Bauhutte e a relação 9/10.",,Linguagem do quadrado Desenho Painéis de S. Vicente Plano ou projecto,,"Páginas quadriculadas, desenhos maioritariamente a esferográfica verde. Capa e sobre-capa envoltas em papel vegetal, que é pintado de preto (na frente) e tem texto a tinta branca e esferográfica vermelha. A sobre-capa está invertida. Tem 10 fólios (contan","32,5 23 cm",,ANSA-C-78,sem data,Batalha Lisboa Museu Nacional de Arte Antiga,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2120
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-066_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10 Analogia,,Português,"Projecto de caderno que aborda uma série de propostas geométricas ligadas à linguagem do quadrado, ao painel Ecce Homo, figura superflua exerrore, média e extrema razão, entre outras.",,Plano ou projecto Linguagem do quadrado,,"Fólio de 8 folhas, todos os desenhos feitos em papel mais fino, posteriormente colado ao fólio. Tudo escrito e desenhado a esferográfica vermelha e caneta de tinta vermelha.","16,5 x 12,5 cm",,ANSA-C-66,sem data,Lisboa Museu Nacional de Arte Antiga,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2124
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-073_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10 iniciação pelo círculo,,Português,"Projecto de caderno sobre a relação 9/10, só contém um três desenhos muito simples, projecto que ficou muito inacabado.",,Plano ou projecto Desenho,,"Caderno de 8 folhas, sem lombada. Capa e desenhos a lápis. Só a primeira página tem desenhos.","17,5 x 12,5 cm",,ANSA-C-73,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2129
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-062_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9-Oct,,Português,Projecto de caderno dedicado à relação 9/10,,Plano ou projecto Linguagem do quadrado Desenho,,"Caderno de capa vermelha, inscrita a esferográfica preta, tinta branca e com decalque branco (título) Tem ainda um quadrado amarelo colado na frente. O miolo é composto por um fólio de oito páginas (nemueradas pelo autor) com desenhos a caneta de tinta pr","18 x 13,5 cm",ANSA-C-61,ANSA-C-62,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2134
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-060_thumbnail.jpg,,"Negreiros, José de Almada",9.1,9/10 é de nascença comnosco: 'a parte de Marta',,Português,Projecto de caderno dedicado à relação 9/10,,Plano ou projecto Linguagem do quadrado Desenho,,"Caderno de capa vermelha, inscrita a esferográfica preta, tinta branca. Tem ainda um quadrado colorido na frente. O miolo é composto por um fólio de oito páginas (numeradas pelo autor) com desenhos a caneta de tinta preta. Contém ainda quatro folhas de um","18 x 13,5 cm",ANSA-C-62,ANSA-C-61,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2135
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/thumbANSA-C-9.jpg,,"Negreiros, José de Almada",9.1,9/10 é de nascença connosco: a parte de Marta,,Português,"Esboço de caderno, numerado (parece completo), dedicado à relação 9/10; linguagem do quadrado; dimensões do painel Ecce Homo e razão de ouro.",Geometria,Desenho Linguagem do quadrado Plano ou projecto,,Caneta de tinta preta sobre papel (renumerado a esferográfica vermelha e lápis).,"21 x 13,5 cm",,ANSA-C-9,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2200
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/thumbANSA-C-10.jpg,,"Negreiros, José de Almada",9.1,9-Oct,,Português,"Caderno, numerado e completo, dedicado à relação 9/10 e à média e extrema razão. Contém ainda esboço para uma das pinturas realizadas em 1957.",Geometria,Plano ou projecto Linguagem do quadrado Desenho,ATICA,"Capa e contracapa de cartolina amarela, inscrita a lápis, esferográfica vermelha e tinta vermelha e caneta de tinta preta. Miolo de cartolina azul, inscrito a lápis, caneta de tinta preta e tinta preta.","12,5 x 17,5 cm",,ANSA-C-10,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2201
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/thumbANSA-C-11.jpg,,"Negreiros, José de Almada",9.1,9/10 un seul mot pour le tout du texte: ACOUSMATA,,Português,"Caderno dedicado à relação 9/10, media e extrema razão (e figura supérflua exerrore).",Geometria,Plano ou projecto Linguagem do quadrado Desenho, ,"Fólio de 8 folhas, todas as páginas inscritas. Caneta de tinta preta, esferográfica vermelha e lápis sobre papel.",18 x 13 cm,,ANSA-C-11,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2202
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/thumbANSA-C-15.jpg,,"Negreiros, José de Almada",9.1,9/10 Primeiro achámos o todo,,Português,"Caderno numerado, parece completo, embora um pouco confuso (dadas as folhas acrescentadas), texto dedicado aos painéis da batalha, desenhos maioritariamente dedicados à média e extrema razão, Bauhütte e linguagem do quadrado.",,Plano ou projecto Linguagem do quadrado Desenho, ,"Capa e contracapa de cartolina vermelha, inscrita a caneta de tinta preta e branca. Miolo: 13 folhas lisas de 50 x 32,m5 cm, dobradas ao meio, com 45 páginas inscritas a lápis, marcador preto e esferográfica vermelha e preta. 10 folhas de papel vegetal de","32,5 x 25 x 1 cm",,ANSA-C-15,sem data,Museu Nacional de Arte Antiga Lisboa Batalha,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2206
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-51_thumbnail.jpg,,"Negreiros, José de Almada","9,10 'primeiro achámos o todo'",9/10 'primeiro achámos o todo',,Português,"Projecto de capa para caderno, sem páginas associadas.",Arte Geometria,Linguagem do quadrado Plano ou projecto,,"Tinta branca e caneta preta sobre papel vermelho Só a capa é escrita / desenhada, as restantes folhas do fólio sem inscrições.",35 x 25 cm (dobrado) Fólio com um total de 35 x 100 cm (dobrado em quatro),,ANSA-C-51,sem data,,,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/2103
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-034_thumbnail.jpg,,"Negreiros, José de Almada","9,10 (1) Relampagos do Movimento Perpetuo",9/10 (1) Relampagos do Movimento Perpetuo Homem a Prometeu: recebi perpetuo o livro da paz ha milenios  ,,Português Francês," Algum texto sobre geometria e fórmulas variadas sobre divisões da circunferência e proporções de retângulos.   Desenhos que exploram a divisão da circunferência em n partes, sobre quadrícula, dando atenção à média e extrema razão, à figura supérflua ex errore e ao ponto da Bauütte.",Geometria,Linguagem do quadrado,,"Capa amarela e branca, em cartolina. Dois fólios de 8 páginas numeradas sequencialmente.","16,5 x 12,5 cm",,ANSA-C-34,Sem data,Batalha,Relação 9/10 Ponto de Baühtte,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1584
Almada Negreiros e Sarah Affonso,https://modernismo.pt//images/NAeSA/ANSA-C-035_tumbnail.jpg,,"Negreiros, José de Almada","9,10 (I) Relampagos do Motu-Continuo",9/10 (I) Relampagos do Moto-Continuo   ,,Português Francês,"Muito texto sobre geometria, alguns desenhos esquemáticos, fórmulas sobre ângulos e graus (respeitantes à divisão da circunferência).",Geometria,Linguagem do quadrado,,"Capa amarela, branca e preta, em cartolina. Dois fólios (em papel liso) de 8 folhas cada, uma folha quadriculada dobrada em quatro, uma folha lisa verde dobrada em dois e seis folhas quadriculadas dobradas em dois. ","16,5 x 12,5 cm",,ANSA-C-35,Sem data,China Egipto Índia,Relação 9/10,https://modernismo.pt/index.php/arquivo-almada-negreiros/details/33/1585
